"id","pointString","name","alias","type","ecosystemArea","lastEditedDate","lastEditedUser","winterDemand","summerDemand","autumnDemand","springDemand","annualDemand","subcatchmentMELCAid"
1,,,,,,,,0.241226607099245,0.133791091515291,0.256737099854155,0.102153810728565,0.243999618530609,1
2,,,,,,,,0.241226607099245,0.133791091515291,0.256737099854155,0.102153810728565,0.243999618530609,2
3,,,,,,,,0.241226607099245,0.133791091515291,0.256737099854155,0.102153810728565,0.243999618530609,3
4,,,,,,,,0.241226607099245,0.133791091515291,0.256737099854155,0.102153810728565,0.243999618530609,4
5,,,,,,,,0.241226607099245,0.133791091515291,0.256737099854155,0.102153810728565,0.243999618530609,5
6,,,,,,,,0.241226607099245,0.133791091515291,0.256737099854155,0.102153810728565,0.243999618530609,6
7,,,,,,,,0.241226607099245,0.133791091515291,0.256737099854155,0.102153810728565,0.243999618530609,7
8,,,,,,,,0.241226607099245,0.133791091515291,0.256737099854155,0.102153810728565,0.243999618530609,8
9,,,,,,,,0.241226607099245,0.133791091515291,0.256737099854155,0.102153810728565,0.243999618530609,9
10,,,,,,,,0.241226607099245,0.133791091515291,0.256737099854155,0.102153810728565,0.243999618530609,10
11,,,,,,,,0.241226607099245,0.133791091515291,0.256737099854155,0.102153810728565,0.243999618530609,11
12,,,,,,,,0.241226607099245,0.133791091515291,0.256737099854155,0.102153810728565,0.243999618530609,12
13,,,,,,,,0.241226607099245,0.133791091515291,0.256737099854155,0.102153810728565,0.243999618530609,13
14,,,,,,,,0.241226607099245,0.133791091515291,0.256737099854155,0.102153810728565,0.243999618530609,14
15,,,,,,,,0.241226607099245,0.133791091515291,0.256737099854155,0.102153810728565,0.243999618530609,15
16,,,,,,,,0.241226607099245,0.133791091515291,0.256737099854155,0.102153810728565,0.243999618530609,16
17,,,,,,,,0.241226607099245,0.133791091515291,0.256737099854155,0.102153810728565,0.243999618530609,17
18,,,,,,,,0.241226607099245,0.133791091515291,0.256737099854155,0.102153810728565,0.243999618530609,18
19,,,,,,,,0.241226607099245,0.133791091515291,0.256737099854155,0.102153810728565,0.243999618530609,19
20,,,,,,,,0.241226607099245,0.133791091515291,0.256737099854155,0.102153810728565,0.243999618530609,20
21,,,,,,,,0.241226607099245,0.133791091515291,0.256737099854155,0.102153810728565,0.243999618530609,21
22,,,,,,,,0.241226607099245,0.133791091515291,0.256737099854155,0.102153810728565,0.243999618530609,22
23,,,,,,,,0.241226607099245,0.133791091515291,0.256737099854155,0.102153810728565,0.243999618530609,23
24,,,,,,,,0.241226607099245,0.133791091515291,0.256737099854155,0.102153810728565,0.243999618530609,24
25,,,,,,,,0.241226607099245,0.133791091515291,0.256737099854155,0.102153810728565,0.243999618530609,25
26,,,,,,,,0.241226607099245,0.133791091515291,0.256737099854155,0.102153810728565,0.243999618530609,26
27,,,,,,,,0.241226607099245,0.133791091515291,0.256737099854155,0.102153810728565,0.243999618530609,27
28,,,,,,,,0.241226607099245,0.133791091515291,0.256737099854155,0.102153810728565,0.243999618530609,28
29,,,,,,,,0.241226607099245,0.133791091515291,0.256737099854155,0.102153810728565,0.243999618530609,29
30,,,,,,,,0.241226607099245,0.133791091515291,0.256737099854155,0.102153810728565,0.243999618530609,30
31,,,,,,,,0.241226607099245,0.133791091515291,0.256737099854155,0.102153810728565,0.243999618530609,31
32,,,,,,,,0.241226607099245,0.133791091515291,0.256737099854155,0.102153810728565,0.243999618530609,32
33,,,,,,,,0.241226607099245,0.133791091515291,0.256737099854155,0.102153810728565,0.243999618530609,33
34,,,,,,,,0.241226607099245,0.133791091515291,0.256737099854155,0.102153810728565,0.243999618530609,34
35,,,,,,,,0.241226607099245,0.133791091515291,0.256737099854155,0.102153810728565,0.243999618530609,35
36,,,,,,,,0.241226607099245,0.133791091515291,0.256737099854155,0.102153810728565,0.243999618530609,36
37,,,,,,,,0.241226607099245,0.133791091515291,0.256737099854155,0.102153810728565,0.243999618530609,37
38,,,,,,,,0.241226607099245,0.133791091515291,0.256737099854155,0.102153810728565,0.243999618530609,38
39,,,,,,,,0.241226607099245,0.133791091515291,0.256737099854155,0.102153810728565,0.243999618530609,39
40,,,,,,,,0.241226607099245,0.133791091515291,0.256737099854155,0.102153810728565,0.243999618530609,40
41,,,,,,,,0.241226607099245,0.133791091515291,0.256737099854155,0.102153810728565,0.243999618530609,41
42,,,,,,,,0.241226607099245,0.133791091515291,0.256737099854155,0.102153810728565,0.243999618530609,42
43,,,,,,,,0.241226607099245,0.133791091515291,0.256737099854155,0.102153810728565,0.243999618530609,43
44,,,,,,,,0.241226607099245,0.133791091515291,0.256737099854155,0.102153810728565,0.243999618530609,44
45,,,,,,,,0.241226607099245,0.133791091515291,0.256737099854155,0.102153810728565,0.243999618530609,45
46,,,,,,,,0.241226607099245,0.133791091515291,0.256737099854155,0.102153810728565,0.243999618530609,46
47,,,,,,,,0.241226607099245,0.133791091515291,0.256737099854155,0.102153810728565,0.243999618530609,47
48,,,,,,,,0.241226607099245,0.133791091515291,0.256737099854155,0.102153810728565,0.243999618530609,48
49,,,,,,,,0.241226607099245,0.133791091515291,0.256737099854155,0.102153810728565,0.243999618530609,49
50,,,,,,,,0.241226607099245,0.133791091515291,0.256737099854155,0.102153810728565,0.243999618530609,50
